,Date,Title
1047,2015-03-15,Adani plans 1;000MW solar power plant at Ramanathapuram
1048,2015-03-17,Navina Bole to do cameo in 'Uff ! Yeh Nadaniyaan'
1049,2015-03-21, Abhijeet Group pays half the dues to prevent liquidation 
1050,2015-03-22, MSEDCL directed to allow Wardha Co to sell power to it 
1051,2015-03-24," Centre allocates 17 mega food parks to states, private firms "
1052,2015-03-24,Adani; JSW vie for Monnet Power
1053,2015-03-24," adani, JSW vie for Monnet Power "
1054,2015-03-27, Cigarettes worth crores seized in Gujarat 
1055,2015-03-28, Owners reject adani's land deal in Australia 
1056,2015-03-28,Owners reject Adani's land deal in Australia
1057,2015-03-31, Australian green lobby drags adani group to court over mine project 
1058,2015-03-31, DRI arrests 1 in Rs 24 crore cigarettes seizure case 
1059,2015-04-04, Uber-rich buying luxury apartments in Bandra-Kurla Complex 
1060,2015-04-08,PM's give-it-up call: Adani Group employees vow to shun LPG subsidy
1061,2015-04-08, PM’s give-it-up call: adani Group employees vow to shun LPG subsidy 
1062,2015-04-09, India Inc rallies behind PM’s appeal to give up gas subsidy 
1063,2015-04-09, Three French banks refuse to fund adani project in Australia 
1064,2015-04-09, Five die while cleaning 25-deep tank in adani’s oil factory in Neemuch 
1065,2015-04-14, adani working with Australia group to resolve land issue 
1066,2015-04-16,Australian banks may still want to fund Adani's disputed coal project
1067,2015-04-16, Australian banks may still want to fund adani’s disputed coal project 
1068,2015-04-17, Avantha gets ‘mafia’ threat over adani sale 
1069,2015-04-17,'Mafia' threat to Avantha over Adani sale: Two persons arrested for making extortion call
1070,2015-04-17,Avantha gets 'mafia' threat over Adani sale
1071,2015-04-17, 'Mafia' threat to Avantha over adani sale: Two persons arrested for making extortion call 
1072,2015-04-18, Corporate head planned extortion bid on Avantha 
1073,2015-04-20,Modi govt working for poor; not Ambani or Adani: Naidu
1074,2015-04-20," Modi govt working for poor, not Ambani or adani: Naidu "
1075,2015-04-21,Adani completes Rs 6;300cr Lanco's Udupi plant deal
1076,2015-04-21," adani completes Rs 6,300cr Lanco’s Udupi plant deal "
1077,2015-04-23,Shalini Sahuta to play lead in 'Total Nadaniyaan'
1078,2015-04-23,Adani's Tiroda plant tariff to go up again
1079,2015-04-23, adani’s Tiroda plant tariff to go up again 
1080,2015-04-25,Adani only bidder for Vizhinjam project
1081,2015-04-25, adani only bidder for Vizhinjam project 
1082,2015-04-27,'Total Nadaniyaan' promises double comedy and total madness
1083,2015-05-12, adani Power sinks over 7% on disappointing Q4 results 
1084,2015-05-14," IOC, GAIL in gas deal with adani "
1085,2015-05-14,IOC; GAIL in gas deal with Adani
1086,2015-05-18,Adani to foray into defence manufacturing
1087,2015-05-18, adani to foray into defence manufacturing 
1088,2015-05-23, Cong leader taunts Team Modi-adani 
1089,2015-05-23,Cong leader taunts Team Modi-Adani
1090,2015-05-26,Make in India: Adani Group may foray into defence manufacturing at Mundra
1091,2015-05-26, Make in India: adani Group may foray into defence manufacturing at Mundra 
1092,2015-05-26, Jayaswal’s grounded plane to be auctioned 
1093,2015-05-29,Adani shares fall ahead of delisting next week for restructuring
1094,2015-05-31, adani hires MBA grad who was denied job for being a Muslim 
1095,2015-05-31,Adani hires MBA grad who was denied job for being a Muslim
1096,2015-06-02, Congress questions adani Group operating Rajasthan govt's coal mine in Chhattisgarh 
1097,2015-06-03,Sena pat on back for Adani Group for hiring Muslim MBA
1098,2015-06-03,Cong raises finger over Adani's Rajasthan coal mining operations
1099,2015-06-03, Cong raises finger over adani’s Rajasthan coal mining operations 
1100,2015-06-03, Sena pat on back for adani Group for hiring Muslim MBA 
1101,2015-06-04,Gadkari warning forces Chandy to back Adani bid
1102,2015-06-04, Gadkari warning forces Chandy to back adani bid 
1103,2015-06-04," Maoists oppose adani Group coal project in Australia, support struggle of indigenous groups "
1104,2015-06-06," Reliance Power, adani in $4.5 billion power play in Bangladesh "
1105,2015-06-06,Adani; Reliance to build Bangladesh power plants to ease crisis
1106,2015-06-07,Reliance Power; Adani in $4.5bn power play in Bangladesh
1107,2015-06-07," Reliance Power, adani in $4.5bn power play in Bangladesh "
1108,2015-06-09,Adani companies to raise Rs 25;000 crore via bonds
1109,2015-06-09," adani companies to raise Rs 25,000 crore via bonds "
1110,2015-06-10,Adani Group to hit global bond market with $1.5-billion issue
1111,2015-06-11, adani Ports to begin work in Vizhinjam on Nov 1 
1112,2015-06-17, Oustees should take back land given to adani Group: Patkar 
1113,2015-06-17,Oustees should take back land given to Adani Group: Patkar
1114,2015-06-24,Adani halts work on Australia's Carmichael coal mine project: Report
1115,2015-06-24, 44 firms ignored job quota rule 
1116,2015-06-24,Went on 4 of PM's 18 foreign visits: Adani
1117,2015-06-24, Went on 4 of PM's 18 foreign visits: adani 
1118,2015-06-25, adani to set up solar project in Jaisalmer 
1119,2015-06-25,Adani may junk $16bn Oz project
1120,2015-06-25, adani may junk $16bn Oz project 
1121,2015-06-25,Adani to set up solar project in Jaisalmer
1122,2015-06-26,Foxconn; Adani may tie up form manufacturing
1123,2015-06-26,iPhone maker Foxconn; Adani may tie up for manufacturing
1124,2015-06-28, Gulf-based GFH signs pact with adani for Mumbai economic zone 
1125,2015-06-28, Gulf of Kutch now the Gateway of India Inc 
1126,2015-06-29, adani suspends Aus project's engg work over delay in approvals 
1127,2015-06-30," TN government, adani likely to sign solar deal today "
1128,2015-06-30,TN government; Adani likely to sign solar deal today
1129,2015-07-04,TN govt; Adani group sign solar power deal
1130,2015-07-07, IOC-adani combine bid for CNG licence in 5 cities 
1131,2015-07-10, Lack of demand closes down NTPC Mouda plant 
1132,2015-07-15,Adani in talks to acquire Gangavaram Port for $2.1b
1133,2015-07-15, adani accepts letter of award 
1134,2015-07-15, adani in talks to acquire Gangavaram Port for $2.1b 
1135,2015-07-18, MP's solar tariff puts TN's adani deal under scanner 
1136,2015-07-18,MP's solar tariff puts TN's Adani deal under scanner
1137,2015-07-18, Tamil Nadu’s adani deal under scanner 
1138,2015-07-18,Tamil Nadu's Adani deal under scanner
1139,2015-07-18,Experts: TN a loser in solar deal with Adani
1140,2015-07-20, Tamilisai seeks report on Tamil Nadu's power deal with adani group 
1141,2015-07-20,MP's solar tariff puts TN's Adani deal under scanner
1142,2015-07-20,Adani representative to meet CM
1143,2015-07-20, adani representative to meet CM 
1144,2015-07-20," Vizhinjam port: Kerala govt, adanis to ink pact on August 17 "
1145,2015-07-20,Tamilisai seeks report on Tamil Nadu's power deal with Adani group
1146,2015-07-20, MP's solar tariff puts TN's adani deal under scanner 
1147,2015-07-21, Medical school fees to rise by 40% for 3 years 
1148,2015-07-22, 'adani suspends 2 key contractors on biggest Australia coal project' 
1149,2015-07-23, adani Ports raises $650 million via dollar bond issue 
1150,2015-08-05, Australian court revokes approval for adani's coal mine project 
1151,2015-08-06," Snake, lizard threaten adani's $16bn Oz coal mine project "
1152,2015-08-06,Blow for Adani in Australia; bank ends adviser role
1153,2015-08-06," Blow for adani in Australia, bank ends adviser role "
1154,2015-08-06,Snake; lizard threaten Adani's $16bn Oz coal mine project
1155,2015-08-07," Australian PM backs adani mine, says sabotaging of projects dangerous "
1156,2015-08-08, Australian PM Tony Abbott under attack for pro-adani statement 
1157,2015-08-16, Vizhinjam port MoU to be signed on Monday 
1158,2015-08-18, adani inks port pact with Kerala 
1159,2015-08-18," VS receives adanis, stands firm on 'stated position' "
1160,2015-08-18,VS receives Adanis; stands firm on 'stated position'
1161,2015-08-18,Adani sets 1;000-day deadline for Vizhinjam
1162,2015-08-18,Adani inks port pact with Kerala
1163,2015-08-18," adani sets 1,000-day deadline for Vizhinjam "
1164,2015-08-24," adani Enterprises to invest Rs 25,000 crore in Chhattisgarh "
1165,2015-08-25,Govt signs MoUs worth Rs25k crore with Adani to develop 2 projects
1166,2015-08-25, Govt signs MoUs worth Rs25k crore with adani to develop 2 projects 
1167,2015-09-03," Centre to build major port in Tamil Nadu at a cost of Rs 21,000 crore "
1168,2015-09-03, adani loses key customer for Carmichael mine in Australia 
1169,2015-09-03," HC cites lack of proof, declines to entertain plea against adani Group "
1170,2015-09-03,Adani Group keen on setting up 1000MW solar plant
1171,2015-09-03,HC cites lack of proof; declines to entertain plea against Adani Group
1172,2015-09-06, Himachal to refund Rs 280 crore to adani Power 
1173,2015-09-06, HP govt approves refund of 280 cr to adani Power 
1174,2015-09-06,HP govt approves refund of 280 cr to Adani Power
1175,2015-09-06,Himachal to refund Rs 280 crore to Adani Power
1176,2015-09-11, adani to bail UP out of power crisis 
1177,2015-09-11,Adani to bail UP out of power crisis
1178,2015-09-11, adani Group to expand capacity of Udupi power plant by 1600MW 
1179,2015-09-14,Neelam Sivia joins Big Magic's 'Total Nadaniyaan'
1180,2015-09-20,Cops recover two guns from Atul Bhadani
1181,2015-09-29,No evidence on Madani's 'plot'No evidence on Madani's 'plot' to kill RSS idealogue: CB
1182,2015-10-03, AIADMK govt shelving Port-Maduravoyal elevated expressway project in Chennai to facilitate adanis: DMK chief Karunanidh 
1183,2015-10-03, adani Ports and L&T ink pact to manage Kattupalli Port 
1184,2015-10-03,AIADMK govt shelving Port-Maduravoyal elevated expressway project in Chennai to facilitate Adanis: DMK chief Karunanidh
1185,2015-10-04, adani Group takes over port near Chennai 
1186,2015-10-04,Adani Group takes over port near Chennai
1187,2015-10-05," Left is the only alternative, says Prakash Karat "
1188,2015-10-06, adani eyes Sindri fertilizer factory 
1189,2015-10-06,Adani eyes Sindri fertilizer factory
1190,2015-10-09,To shed pro-corporate tag; Venkaiah Naidu says Adani; Ambani are Cong's meherbani
1191,2015-10-09," To shed pro-corporate tag, Venkaiah Naidu says adani, Ambani are Cong’s meherbani "
1192,2015-10-15,Adani's coal mine project gets re-approval in Australia
1193,2015-10-15, adani's coal mine project gets re-approval in Australia 
1194,2015-10-16,Adani gets green nod for $7bn Oz mine
1195,2015-10-21,Razia Sultan and Total Nadaniyaan wrap up
1196,2015-11-02," Power tariff, jat quota in focus at INLD rally "
1197,2015-11-09,Adani coal mine in Australia faces fresh legal challenge
1198,2015-12-04,Mahmood A Madani: Islamic State Vs Islamic Ideals
1199,2015-12-04," After 24 years, Kerala to begin work on Vizhinjam port "
1200,2015-12-06,Vizhinjam: Adani announces CSR projects worth 35cr
1201,2015-12-06, Vizhinjam: adani announces CSR projects worth 35cr 
1202,2015-12-06," adani Ports keen to enter Maharashtra, AP, Karnataka and foreign nations "
1203,2015-12-20,Shri D.R. Thadani; Advocate
1204,2015-12-21, adani Power shares zoom over 9% 
1205,2015-12-23,Adani to gain as Oz clears expansion of key port
1206,2015-12-23, adani to gain as Oz clears expansion of key port 
1207,2015-12-23,Adani to gain as Oz clears expansion of key port
1208,2015-12-28, Karan adani takes over as CEO of adani Ports and SEZ 
1209,2015-12-28,Adani's 600-MW Chhattisgarh plant delayed on public opposition
1210,2015-12-29, Karan adani takes over as port SEZ CEO 
1211,2015-12-29,Karan Adani takes over as port SEZ CEO
1212,2015-12-29,Karan Adani named CEO of Adani Ports and SEZ
1213,2015-12-29, Karan adani takes over as port SEZ CEO 
1214,2015-12-29,Karan Adani takes over as port SEZ CEO
1215,2016-01-07,Adani to build transshipment hub at Mundra
1216,2016-01-07, adani to build transshipment hub at Mundra 
1217,2016-01-09, adani UPCL to release CSR grant of Rs 3.74 crore to Yellur Gram Panchayat 
1218,2016-01-10,Adani UPCL offers Rs 4.63cr under CSR to Mudarangadi GP
1219,2016-01-10, adani UPCL offers Rs 4.63cr under CSR to Mudarangadi GP 
1220,2016-01-11, Rally against adani power plant today 
1221,2016-01-11, Rally against adani power plant today 
1222,2016-01-11,Rally against Adani power plant today
1223,2016-01-11,Rally against Adani power plant today
1224,2016-01-12, adani to drop anchor in AP 
1225,2016-01-12,Adani to drop anchor in AP
1226,2016-01-17, NGT quashes green nod for adani Hazira Port 
1227,2016-01-17, NGT quashes green nod for adani Hazira Port 
1228,2016-01-17,NGT quashes green nod for Adani Hazira Port
1229,2016-01-17,NGT quashes green nod for Adani Hazira Port
1230,2016-01-25, Yet another delay hits city gas project 
1231,2016-01-26," Former Australian MP sets off on 4,600 km marathon run "
1232,2016-01-27,Adani Power; Azure Power win solar projects bids in Uttar Pradesh
1233,2016-01-27," adani Power, Azure Power win solar projects bids in Uttar Pradesh "
1234,2016-02-02, adani's coal project in Australia gets environmental approval 
1235,2016-02-04,Adani eyes power plants in state
1236,2016-02-04, adani eyes power plants in state 
1237,2016-02-06, Plot for CNG station cancelled 
1238,2016-02-07, Parineeti Chopra unveils India’s first diabetes care oil in Mumbai 
1239,2016-02-08, adani eyes solar plant in Oz as coal plan remains stuck 
1240,2016-02-08, adani eyes solar plant in Australia as coal plan remains stuck 
1241,2016-02-09,Adani eyes solar plant in Australia
1242,2016-02-09, adani eyes solar plant in Australia 
1243,2016-02-10, Australia govt booster for adani coal project 
1244,2016-02-11, adani’s coal project gets Oz govt boost 
1245,2016-02-11,Adani's coal project gets Oz govt boost
1246,2016-02-23," Promoters such as Sunil Mittal, Kansai Paints and others go fishing as stocks sink to new lows "
1247,2016-02-27,Adani group gags its own advocate
1248,2016-02-27, adani group gags its own advocate 
1249,2016-02-27, adani Enterprise's new arm for coal washing biz 
1250,2016-03-01,Centre nods for clubbing Adani 3 SEZs in Gujarat
1251,2016-03-01, Centre nods for clubbing adani 3 SEZs in Gujarat 
1252,2016-03-03, NGT penalty: adani deposits Rs 25 cr fine 
1253,2016-03-03,NGT penalty: Adani deposits Rs 25 cr fine
1254,2016-03-04,NGT penalty: Adani deposits Rs 25 cr fine
1255,2016-03-04,Gadkari points to dip in Adani port business to blunt opposition attack
1256,2016-03-04,Adani Group may buy Jindal Power
1257,2016-03-04, NGT penalty: adani deposits Rs 25 cr fine 
1258,2016-03-04, adani Group may buy Jindal Power 
1259,2016-03-04, Gadkari points to dip in adani port business to blunt opposition attack 
1260,2016-03-04, adani Group may buy Jindal Power 
1261,2016-03-04, NGT penalty: adani deposits Rs 25 cr fine 
1262,2016-03-11,Ghulam Nabi Azad to represent Congress President at Solidarity Conference: Madani
1263,2016-03-13,Extremists trying to create Hindu state: Madani
1264,2016-03-17,Power plants: Conspiracy of govt to benefit Adani; Ambani
1265,2016-03-17, MP govt to remove land encroachment by adani-Wilmar 
1266,2016-03-18,Power plants: Conspiracy of govt to benefit Adani; Ambani
1267,2016-03-18," 'Power plants: Conspiracy of govt to benefit adani, Ambani' "
1268,2016-03-27," adani offers 49 pc stake in Dhamra LNG project to IOC, GAIL "
1269,2016-03-27,Adani offers 49 pc stake in Dhamra LNG project to IOC; GAIL
1270,2016-03-29," S&P, Fitch assign stable outlook to adani Transmission "
1271,2016-03-30," adani ties up with Elbit, Alpha for unmanned aircraft systems "
1272,2016-04-03,Adani wins Queensland nod for Australian coal project
1273,2016-04-03,Adani Gas cuts PNG; CNG prices
1274,2016-04-03,Adani Gas cuts PNG; CNG prices
1275,2016-04-03," adani Gas cuts PNG, CNG prices "
1276,2016-04-04,Adani Enterpris shares surge 8% after wins in Australia mining leases
1277,2016-04-04, adani Enterpris shares surge 8% after wins in Australia mining leases 
1278,2016-04-05, 'Deliberate attempt to draw adani's name in Panama Papers' 
1279,2016-04-05,Adani eyes US solar co SunEdison's India assets
1280,2016-04-07,Adani to restart talks with stakeholders over Australian mine project
1281,2016-04-07, adani to restart talks with stakeholders over Australian mine project 
1282,2016-04-08,Adani defence business ally has joint venture with Panama-hit Italian company
1283,2016-04-08, adani defence business ally has joint venture with Panama-hit Italian company 
1284,2016-04-12, Inox Wind bags two 70-MW wind energy projs from adani Green 
1285,2016-04-12,Inox Wind bags two 70-MW wind energy projs from Adani Green
1286,2016-04-17, adani gets land owners' consent for Oz project 
1287,2016-04-17,Adani gets land owners' consent for Oz project
1288,2016-04-20, Some firms failing will not impact India's solar plans: Goyal 
1289,2016-04-21," One dead, 20 hurt as hot water pipe bursts at adani plant "
1290,2016-04-21,One dead; 20 hurt as hot water pipe bursts at Adani plant
1291,2016-04-21,One dead; 20 hurt as hot water pipe bursts at Adani plant
1292,2016-04-29,7 succumb to burn injuries sustained at Adani plant
1293,2016-04-29, 7 succumb to burn injuries sustained at adani plant 
1294,2016-04-30,7 succumb to burn injuries sustained at Adani plant
1295,2016-04-30, 7 succumb to burn injuries sustained at adani plant 
1296,2016-05-03," adani Power Q4 net jumps 64% at Rs 1,173 cr "
1297,2016-05-03, adani Ports Q4 net profit jumps 38% to Rs 914 crore 
1298,2016-05-04, adani Enterprises reports Q4 net profit at Rs 167 cr 
1299,2016-05-04," adani Ports slumps 12%; mcap down by Rs 5,849 crore "
1300,2016-05-05, Water for Tiroda power plant released 
1301,2016-05-06, Water supply to adani plant still uncertain 
1302,2016-05-06,Water supply to Adani plant still uncertain
1303,2016-05-06, Water supply to adani plant still uncertain 
1304,2016-05-06, Water supply to adani plant still uncertain 
1305,2016-05-06,Water supply to Adani plant still uncertain
1306,2016-05-07,Two of 4 units at Adani plant shut;no power cut yet
1307,2016-05-09,Can Godda villagers keep Adani off their farmland?
1308,2016-05-09, Can Godda villagers keep adani off their farmland? 
1309,2016-05-09, Aggregate debt of top corporates 'well within norms': SBI 
1310,2016-05-12, APTEL disallows compensatory tariff for adani Group's plants 
1311,2016-05-12, No tariff relief for 2 adani group power projects 
1312,2016-05-12, APTEL disallows compensatory tariff for adani Group's plants 
1313,2016-05-13, Bengal gets HC nod for big-ticket mining operations 
1314,2016-05-13, Water shortage may shut adani’s Tiroda plant later this month 
1315,2016-05-13,Water shortage may shut Adani's Tiroda plant later this month
1316,2016-05-17, Lack of water nearly shuts down adani plant at Tiroda 
1317,2016-05-17,Lack of water nearly shuts down Adani plant at Tiroda
1318,2016-05-19," IOC-adani, GAIL fail to reach price agreement "
1319,2016-05-19,IOC-Adani; GAIL fail to reach price agreement
1320,2016-05-26, adani Power's expansion at Mundra hits green hurdle 
1321,2016-05-26," GAIL reconfigures Rs 12,000 cr Jagdishpur-Haldia gas pipeline "
1322,2016-05-26," Essar moves HC against govt, GMB "
1323,2016-05-31,Adani Wilmar; Ruchi Soya ink consumer goods JV
1324,2016-05-31," adani Wilmar, Ruchi Soya ink consumer goods JV "
1325,2016-06-01,Evacuation notice for Adaniya Pul
1326,2016-06-02,Vadodara Municipal Corporation chief meets Adaniya Pul locals
1327,2016-06-03, No public funding in adani's coal mine: Australia PM 
1328,2016-06-03, Rio Games: US stint a boost for shot putter Inderjeet Singh 
1329,2016-06-04,Religious places shifted before razing drive at Adaniya Pul
1330,2016-06-08, ABB opens Glopal Business Service Centre in Bengaluru 
1331,2016-06-08, ABB opens Global Business Service Centre in Bengaluru 
1332,2016-06-09, FCI inks pact with adani Group for construction of 2 silos 
1333,2016-06-09, Coal power sector in India 'water guzzler': Greenpeace 
1334,2016-06-09, Coal power sector in India 'water guzzler': Greenpeace 
1335,2016-06-13, ABB links 648 MW solar project at Kamuthi with national grid 
1336,2016-06-24, Mahagenco’s high rates causing power tariff hike 
1337,2016-06-27, Sensex stays flat after worst fall in four months 
1338,2016-06-28, Bankrupt Sun Edison's Indian asset sale kicks off 
1339,2016-06-28, Sensex stays flat after worst fall in four months 
1340,2016-06-29,Adani eyes financial services; ties up with Macquarie for NBFC
1341,2016-06-29," adani eyes financial services, ties up with Macquarie for NBFC "
1342,2016-07-01, Vigilance to probe if officials misused power in graft cases   
1343,2016-07-01, GMR Energy offloads stake to adani Transmission for Rs 100 cr 
1344,2016-07-01, Vigilance to probe if officials misused power in graft cases   
1345,2016-07-01,Adani proposes to expand Kattupalli port
1346,2016-07-01,Adani proposes to expand Kattupalli port
1347,2016-07-01, adani proposes to expand Kattupalli port 
1348,2016-07-01, adani proposes to expand Kattupalli port 
1349,2016-07-02, Vigilance to probe if officials misused power in graft cases   
1350,2016-07-02, GMR Energy offloads stake to adani Transmission for Rs 100 cr 
1351,2016-07-02, GMR Energy offloads stake to adani Transmission for Rs 100 cr 
1352,2016-07-03,Court allows Madani to visit ailing mother
1353,2016-07-04, Cong to raise Mundra port issue in Parliament 
1354,2016-07-04," 10% EWS quota violates Constitution, SC order: Gujarat HC told "
1355,2016-07-05, Ministry expansion a drama before UP polls: Mayawati 
1356,2016-07-05, SUMMARY OF OBSERVATIONS RECORDED AT 0830 HRS IST: 
1357,2016-07-06," Modi cabinet rejig is only drama, says Mayawati "
1358,2016-07-08, Jharkhand aims to be power hub by 2019: Das 
1359,2016-07-09, Mozambique pact on pulses to benefit adani Group: JD-U 
1360,2016-07-09," Pulses import to benefit adani Group, says JD(U) "
1361,2016-07-09," Pulses import to benefit adani Group, says JD(U) "
1362,2016-07-09, Mozambique pact on pulses to benefit adani Group: JD-U 
1363,2016-07-11," Sensex races to 11-mth high on global cues, Nifty above 8,400 "
1364,2016-07-11,Political parties should not unnecessarily drag corporates into their politics: Gautam Adani
1365,2016-07-11, Political parties should not unnecessarily drag corporates into their politics: Gautam adani 
1366,2016-07-11,Jairam Ramesh's facts not in order; argument on the basis of 'political convenience': Gautam Adani
1367,2016-07-12,Jairam Ramesh says Gautam Adani is beneficiary of crony capitalism
1368,2016-07-12, Jairam Ramesh says Gautam adani is beneficiary of crony capitalism 
1369,2016-07-15, SC refuses to stall CERC proceedings on compensatory tariff 
1370,2016-07-15," Hardik walks out of jail, vows to continue quota stir "
1371,2016-07-15, Kerala to take Colachel issue to PM 
1372,2016-07-17," MSEDCL to pay 16,000 crore for power it will never need! "
1373,2016-07-19, Fitch maintains 'stable' outlook for adani Ports 
1374,2016-07-19, Fitch maintains 'stable' outlook for adani Ports 
1375,2016-07-20, adani Ports to complete terminal expansion at Mundra next year 
1376,2016-07-20," adani Enterprises to raise up to Rs 6,000 crore via securities "
1377,2016-07-29, adani's medical college moves HC for management quota it surrendered 
1378,2016-08-02,Rajesh Thadani to head Lenovo India's consumer business
1379,2016-08-05, Govt using 80% consumer money to show power subsidy: AAP 
1380,2016-08-05," Sensex zooms 364 pts, Nifty tops 8,600 on BoE stimulus push "
1381,2016-08-05," Market hits higher orbit on BoE action, Sensex zooms 364 pts "
1382,2016-08-08, Swamy Prasad Maurya joins BJP 
1383,2016-08-08, Odisha seeks cancellation of Tentuloi coal block to OTPCL 
1384,2016-08-08," 'Govt never imposed penalty of Rs 200 cr on adani port, SEZ' "
1385,2016-08-08, BofA-ML expects Rajan to cut rates by 25 bps tomorrow 
1386,2016-08-09, adani Power net loss narrows to Rs 34 cr in Apr-Jun qtr 
1387,2016-08-09," Irom Sharmila gets bail, yet to end fast "
1388,2016-08-09, APSEZ Q1 net up 31% at Rs 836 cr 
1389,2016-08-10, UP polls: 3 expelled Cong MLAs join BSP 
1390,2016-08-10, adani Transmission Q1 net profit jumps 3-fold to Rs 123 cr 
1391,2016-08-10," adani Ports shares jump nearly 8%; mcap rises by Rs 3,935 cr "
1392,2016-08-10, adani Enterprises Q1 net profit flat at Rs 364 cr 
1393,2016-08-10," Sensex posts biggest single-day fall in 6 weeks, tanks 310 pts "
1394,2016-08-10, Preparations afoot for 'Krishna Pushkaram' commencing Friday 
1395,2016-08-10," Travelyaari raises $7 mn from GVFL, BCCL "
1396,2016-08-28, GMR's massive debts fail to rankle Goa government 
1397,2016-09-01,Witness in Madani case gets threat calls
1398,2016-09-01,Madani case witness gets threat
1399,2016-09-02, NGT refuses to quash green nod to adani's Kerala port project 
1400,2016-09-04, Gujarat CM inaugurates 5th edition of 'TOI-adani Shantigram T20 Soccer' 
1401,2016-09-09," Birla, Mahindra among top biz honchos to attend GIS "
1402,2016-09-12," Sensex trims early losses, still down 399 pts in late morning "
1403,2016-09-13,Adani; Essar get DRI notice for overvaluing imports
1404,2016-09-13," adani, Essar get DRI notice for overvaluing imports "
1405,2016-09-13," AAP expects more dirt till Goa, Punjab polls "
1406,2016-09-14," Sensex trades in a tight range, banks, auto save the day "
1407,2016-09-21, Kalyan Jewellers to invest Rs 900 cr for expansion 
1408,2016-09-21," Railways to have functional autonomy, bear salary burden "
1409,2016-09-21, Walmart India evaluating 'food-only' retail model 
1410,2016-09-21," IOC,GAIL to take 49% stake in adani Group's Dhamra LNG project "
1411,2016-09-21, adani Group launches world’s largest solar power plant in Tamil Nadu 
1412,2016-09-21, Mergers no quick fix for banking sector issues: Assocham 
1413,2016-09-22, IOC GAIL MOU for Dharma LNG terminal 
1414,2016-09-25, India Inc's generation-next leaders join crorepati club 
1415,2016-09-25, Government port chiefs to visit adani's Mundhra port to learn best practices 
1416,2016-09-25, adani UPCL earmarks Rs 536 cr for CSR 
1417,2016-09-26," Sensex slides further by 149 points, banking a drag "
1418,2016-09-27, Number of chronically stressed companies rise: Credit Suisse 
1419,2016-09-27," Sensex fails to latch on to gains, slumps on Europe woes "
1420,2016-09-27," Nifty declines for third day, slips 17 points "
1421,2016-09-29," Speeding truck crashes into house, injures woman "
1422,2016-10-01, 35 lakh solatium in Marayamuttom accident 
1423,2016-10-04," Sensex climbs 159 points, RBI policy meet in focus "
1424,2016-10-05,Adani sole bidder for Bhavanapadu port
1425,2016-10-05, adani sole bidder for Bhavanapadu port 
1426,2016-10-05, RInfra to sell power transmission biz to adani for Rs 2k cr 
1427,2016-10-05, adani sole bidder for Bhavanapadu port 
1428,2016-10-05, RInfra to sell power transmission biz to adani for Rs 2K cr 
1429,2016-10-05, Photocopy case:Publishers to appeal against Delhi HC judgement 
1430,2016-10-05, We hardly make films for children in Bollywood: Ketan Mehta 
1431,2016-10-06," S&P, Moody's ratings on ATL unaffected by RInfra deal "
1432,2016-10-06,R-Infra sells power assets to Adani
1433,2016-10-06, R-Infra sells power assets to adani 
1434,2016-10-06, Govt considering ban on celebrities for misleading ads 
1435,2016-10-06, Cary Fukunaga to visit India for MAMI 
1436,2016-10-07, Fire near gas station chars 3 vehicles in Vadaj 
1437,2016-10-12,Adani UPCL develops village road
1438,2016-10-12, adani UPCL develops village road 
1439,2016-10-13, Teachers’ protest ‘fast’ today may remain a Mumbai affair 
1440,2016-10-17,Foul play ruled out in Adani Power vice-president's suicide; but cops to probe case
1441,2016-10-17,Adani Power VP 'commits suicide' in Jaipur hotel
1442,2016-10-17, adani Power VP 'commits suicide' in Jaipur hotel 
1443,2016-10-17," Foul play ruled out in adani Power vice-president's suicide, but cops to probe case "
1444,2016-10-19,To update knowledge of engineers; VNIT signs MoUs with Adani and Zeus
1445,2016-10-19," To update knowledge of engineers, VNIT signs MoUs with adani and Zeus "
1446,2016-10-22,Foreign funded group wants to stop Adani project in Australia Report
1447,2016-10-22, Foreign funded group wants to stop adani project in Aus: Report 
1448,2016-10-24, CAG calls Vizhinjam agreement one-sided 
1449,2016-10-29, 98 trees in special zone likely to be cut down 
1450,2016-11-01," adani UPCL's road inaugurated at Santhuru village, 25.10 lakh spent "
1451,2016-11-01,Adani UPCL's road inaugurated at Santhuru village; 25.10 lakh spent
1452,2016-11-06," Sukhbir, Harsimrat Badal to start 100 MW HSAT plant "
1453,2016-11-09," Sensex, Nifty sink over possible Trump win, withdrawal of Rs 500, Rs 1000 notes "
1454,2016-11-09, Bathinda gets 100MW solar plant 
1455,2016-11-12, Chandigarh gets its first CNG station in Sector 44 
1456,2016-11-14, IIM-I Utsaha 
1457,2016-11-15, IOAGPL snaps PNG supply at medical college 
1458,2016-11-18, Commercial consumers rethink moving over to PNG 
1459,2016-11-22," 11,000 NGOs may get another chance to renew FCRA licence "
1460,2016-12-06,Adani to start work at Australia mine by mid-2017
1461,2016-12-06, adani to start work at Australia mine by mid-2017 
1462,2016-12-08, adani slammed for low quality edible oil sale 
1463,2016-12-08,Adani slammed for low quality edible oil sale
1464,2016-12-16, Gujarat CM inaugurates Vibrant Ceramics Expo and Summit-2016 in Ahmedabad 
1465,2016-12-17,Adani group developing ceramic cluster in Mundra
1466,2016-12-17, adani group developing ceramic cluster in Mundra 
1467,2016-12-17, adani group developing ceramic cluster in Mundra 
